review_text,sentiment
"Seriously impressed. service fast thi, food fresh aur tasty tha, hygiene top notch thi. full 10/10 vibes.",positive
"Dil khush ho gaya. music aur lighting balanced thi, service fast thi, service fast thi. next weekend phir plan banega. Hope helpful ho.",positive
"Lahore se likh raha hoon — Yaar honestly. food fresh aur tasty tha, portion size bhi theek tha, ambience on point thi. next weekend phir plan banega.",positive
Seriously pathetic! ambience dull aur congested thi. recommend nahi karunga kisi ko. Thanks for reading yaar.,negative
"Paisa zaya hogaya. taste flat tha, masala missing, packaging leak hogayi thi, taste flat tha, masala missing. bekar hi bekar.",negative
"So basically Itna acha bura dono nahi! ambience simple thi, menu variety theek thi, ambience simple thi. neither wow nor uff. Bas itna hi.",neutral
"Assalamualaikum, Bekar experience raha. order late aya aur thanda tha, staff argue karne lag gaye, taste flat tha, masala missing. dobara kabhi nahi.",negative
"Assalamualaikum, Love ho gaya. portion size bhi theek tha, packaging neat thi, packaging neat thi. friends ko recommend karunga.",positive
"Mixed feelings hain! food average tha, edible tha, parking thori mushkil thi, noise level manageable tha. try kar sakte ho agar nearby ho.",neutral
"Quick review: Seriously pathetic. ambience dull aur congested thi, taste flat tha, masala missing, hygiene questionable thi. recommend nahi karunga kisi ko.",negative
"Hi bhai, Staff rude tha bilkul, billing mein extra charges add kiye, order late aya aur thanda tha. dobara kabhi nahi.",negative
"Staff rude tha bilkul, staff argue karne lag gaye, ambience dull aur congested thi. paise barbad mat karna.",negative
"Bekar experience raha. taste flat tha, masala missing, hygiene questionable thi, order late aya aur thanda tha. paise barbad mat karna.",negative
"Seriously impressed. food fresh aur tasty tha, music aur lighting balanced thi, staff bohot cooperative tha. dobara zaroor aaunga.",positive
Quick review: Lahore mein itna acha! ambience on point thi. dobara zaroor aaunga.,positive
"Love ho gaya. portion size bhi theek tha, delivery time bhi reasonable tha, staff bohot cooperative tha. friends ko recommend karunga.",positive
"Lahore se likh raha hoon — Zabardast vibe. hygiene top notch thi, family ke sath perfect tha, packaging neat thi. full 10/10 vibes.",positive
Seriously pathetic! ambience dull aur congested thi. Lahore mein aur options dekh lo.,negative
Standard expectation ke around tha. noise level manageable tha. 3.5/5 type feel. Hope helpful ho.,neutral
"Neutral hi bolunga! parking thori mushkil thi, ambience simple thi, location convenient thi. neither wow nor uff.",neutral
So basically Itna pyara! hygiene top notch thi. next weekend phir plan banega. That's my honest take.,positive
"Lahore se likh raha hoon — Mixed feelings hain! parking thori mushkil thi, taste expected jaisa hi tha, noise level manageable tha. expectation medium rakho.",neutral
"Full paisa vasool, portion size bhi theek tha, portion size bhi theek tha. maza aa gaya sach mein.",positive
"Itna pyara. music aur lighting balanced thi, portion size bhi theek tha, family ke sath perfect tha. dobara zaroor aaunga.",positive
"Quick review: Lahore mein itna acha, family ke sath perfect tha, packaging neat thi. maza aa gaya sach mein.",positive
Dil khush ho gaya! service fast thi. value for money hai bilkul.,positive
"Expectations bilkul crush hogayeen. order late aya aur thanda tha, order late aya aur thanda tha, packaging leak hogayi thi. recommend nahi karunga kisi ko.",negative
"Itna ganda kabhi nahi dekha, staff argue karne lag gaye, wait time bohot zyada tha. paise barbad mat karna.",negative
"Lahore mein itna acha, food fresh aur tasty tha, music aur lighting balanced thi. friends ko recommend karunga. Hope helpful ho.",positive
"Lahore se likh raha hoon — Itna ganda kabhi nahi dekha. hygiene questionable thi, noise level unbearable tha, ambience dull aur congested thi. bekar hi bekar.",negative
Time waste pura! packaging leak hogayi thi. sorry but sach hai.,negative
Time waste pura! ambience dull aur congested thi. 1/10 bas.,negative
"Lahore se likh raha hoon — Kuch khaas nahi, kuch bura bhi nahi, price thora high lag raha tha, parking thori mushkil thi. bas chal jata hai.",neutral
"Itna acha bura dono nahi, service kabhi fast kabhi slow, ambience simple thi. expectation medium rakho.",neutral
"Average sa experience tha! noise level manageable tha, menu variety theek thi, portion size normal tha. 3.5/5 type feel.",neutral
Lahore se likh raha hoon — Mast experience tha! music aur lighting balanced thi. full 10/10 vibes.,positive
Lahore se likh raha hoon — Time waste pura! wait time bohot zyada tha. paise barbad mat karna.,negative
"Hi bhai, Staff rude tha bilkul. packaging leak hogayi thi, staff argue karne lag gaye, staff argue karne lag gaye. paise barbad mat karna.",negative
"Bekar experience raha. billing mein extra charges add kiye, staff argue karne lag gaye, hygiene questionable thi. 1/10 bas.",negative
"Hi bhai, Staff rude tha bilkul. noise level unbearable tha, staff argue karne lag gaye, packaging leak hogayi thi. recommend nahi karunga kisi ko.",negative
"Kuch khaas nahi, kuch bura bhi nahi! taste expected jaisa hi tha, parking thori mushkil thi, menu variety theek thi. neither wow nor uff. Hope helpful ho.",neutral
So basically Bhai dil se bolun! hygiene top notch thi. Lahore mein best lagta hai.,positive
"Hi bhai, Kuch khaas nahi, kuch bura bhi nahi, taste expected jaisa hi tha, service kabhi fast kabhi slow. expectation medium rakho.",neutral
"Kuch khaas nahi, kuch bura bhi nahi! location convenient thi, portion size normal tha, price thora high lag raha tha. neither wow nor uff.",neutral
"Assalamualaikum, Average sa experience tha, food average tha, edible tha, menu variety theek thi. maybe dobara sochunga.",neutral
"Full paisa vasool. ambience on point thi, music aur lighting balanced thi, delivery time bhi reasonable tha. Lahore mein best lagta hai.",positive
"Quick review: Bhai dil se bolun. ambience on point thi, service fast thi, ambience on point thi. friends ko recommend karunga.",positive
"Itna ganda kabhi nahi dekha, hygiene questionable thi, noise level unbearable tha. 1/10 bas.",negative
"Dil khush ho gaya, food fresh aur tasty tha, family ke sath perfect tha. Lahore mein best lagta hai. Hope helpful ho.",positive
"Mixed feelings hain, ambience simple thi, service kabhi fast kabhi slow. try kar sakte ho agar nearby ho. Allah Hafiz.",neutral
"Bhai dil se bolun, service fast thi, packaging neat thi. dobara zaroor aaunga.",positive
"Seriously pathetic, wait time bohot zyada tha, ambience dull aur congested thi. Lahore mein aur options dekh lo. Allah Hafiz.",negative
"Assalamualaikum, Itna pyara. hygiene top notch thi, packaging neat thi, staff bohot cooperative tha. Lahore mein best lagta hai.",positive
"Hi bhai, Okay okay type tha. ambience simple thi. bas chal jata hai.",neutral
"Hi bhai, Okay okay type tha. ambience simple thi. expectation medium rakho. Bas itna hi.",neutral
"Normal restaurant vibes! service kabhi fast kabhi slow, location convenient thi, portion size normal tha. maybe dobara sochunga.",neutral
Lahore se likh raha hoon — Zabardast vibe! portion size bhi theek tha. Lahore mein best lagta hai. Hope helpful ho.,positive
Hype se zyada kuch nahi tha! staff argue karne lag gaye. bekar hi bekar. That's my honest take.,negative
"Quality neeche gir gayi, ambience dull aur congested thi, portion chota tha price ke hisaab se. recommend nahi karunga kisi ko. That's my honest take.",negative
"Quality neeche gir gayi. packaging leak hogayi thi, noise level unbearable tha, billing mein extra charges add kiye. Lahore mein aur options dekh lo.",negative
"Quick review: Normal restaurant vibes! service kabhi fast kabhi slow, parking thori mushkil thi, noise level manageable tha. neither wow nor uff. Allah Hafiz.",neutral
"Seriously pathetic. noise level unbearable tha, hygiene questionable thi, portion chota tha price ke hisaab se. 1/10 bas.",negative
"Staff rude tha bilkul. ambience dull aur congested thi, staff argue karne lag gaye, order late aya aur thanda tha. 1/10 bas.",negative
"Assalamualaikum, Itna pyara, staff bohot cooperative tha, family ke sath perfect tha. Lahore mein best lagta hai.",positive
"So basically Itna pyara. family ke sath perfect tha, food fresh aur tasty tha, hygiene top notch thi. value for money hai bilkul.",positive
"Zabardast vibe. delivery time bhi reasonable tha, delivery time bhi reasonable tha, packaging neat thi. full 10/10 vibes.",positive
"Yaar honestly, ambience on point thi, ambience on point thi. dobara zaroor aaunga. That's my honest take.",positive
Yaar honestly! music aur lighting balanced thi. Lahore mein best lagta hai.,positive
"Mast experience tha. packaging neat thi, packaging neat thi, food fresh aur tasty tha. full 10/10 vibes. Bas itna hi.",positive
Mast experience tha! music aur lighting balanced thi. friends ko recommend karunga. Hope helpful ho.,positive
Lahore se likh raha hoon — Itna pyara! portion size bhi theek tha. next weekend phir plan banega.,positive
"Bhai dil se bolun, family ke sath perfect tha, family ke sath perfect tha. value for money hai bilkul. Bas itna hi.",positive
"Hi bhai, Bekar experience raha, billing mein extra charges add kiye, billing mein extra charges add kiye. paise barbad mat karna.",negative
"Quick review: Dil khush ho gaya. portion size bhi theek tha, music aur lighting balanced thi, service fast thi. dil se thank you team.",positive
"Dil khush ho gaya. hygiene top notch thi, family ke sath perfect tha, delivery time bhi reasonable tha. maza aa gaya sach mein.",positive
"Dil khush ho gaya. staff bohot cooperative tha, music aur lighting balanced thi, delivery time bhi reasonable tha. next weekend phir plan banega.",positive
Bhai dil se bolun! music aur lighting balanced thi. value for money hai bilkul.,positive
"Assalamualaikum, Quality neeche gir gayi. packaging leak hogayi thi, noise level unbearable tha, noise level unbearable tha. paise barbad mat karna.",negative
Standard expectation ke around tha. service kabhi fast kabhi slow. maybe dobara sochunga.,neutral
"Bhai dil se bolun, service fast thi, ambience on point thi. value for money hai bilkul. That's my honest take.",positive
"So basically Bekar experience raha. wait time bohot zyada tha, ambience dull aur congested thi, order late aya aur thanda tha. dobara kabhi nahi. Allah Hafiz.",negative
"Quick review: Dil khush ho gaya. packaging neat thi, staff bohot cooperative tha, food fresh aur tasty tha. value for money hai bilkul. Hope helpful ho.",positive
"Itna pyara. portion size bhi theek tha, music aur lighting balanced thi, portion size bhi theek tha. dil se thank you team.",positive
"Theek tha overall. food average tha, edible tha. bas chal jata hai.",neutral
Quick review: Mast experience tha! food fresh aur tasty tha. dobara zaroor aaunga.,positive
"Normal restaurant vibes, parking thori mushkil thi, service kabhi fast kabhi slow. try kar sakte ho agar nearby ho. Bas itna hi.",neutral
"Seriously impressed. food fresh aur tasty tha, packaging neat thi, delivery time bhi reasonable tha. value for money hai bilkul.",positive
"Hi bhai, Paisa zaya hogaya. packaging leak hogayi thi, staff argue karne lag gaye, order late aya aur thanda tha. recommend nahi karunga kisi ko.",negative
"Normal restaurant vibes! location convenient thi, taste expected jaisa hi tha, portion size normal tha. bas chal jata hai.",neutral
"Full paisa vasool. food fresh aur tasty tha, music aur lighting balanced thi, food fresh aur tasty tha. full 10/10 vibes. That's my honest take.",positive
Quick review: Yaar honestly! food fresh aur tasty tha. maza aa gaya sach mein.,positive
"Hi bhai, Bhai dil se bolun, ambience on point thi, hygiene top notch thi. next weekend phir plan banega.",positive
"Hi bhai, Lahore mein itna acha. portion size bhi theek tha, hygiene top notch thi, hygiene top notch thi. friends ko recommend karunga.",positive
Quick review: Bhai dil se bolun! ambience on point thi. dobara zaroor aaunga.,positive
"Seriously pathetic. wait time bohot zyada tha, ambience dull aur congested thi, staff argue karne lag gaye. 1/10 bas. That's my honest take.",negative
"Itna ganda kabhi nahi dekha. staff argue karne lag gaye, portion chota tha price ke hisaab se, wait time bohot zyada tha. paise barbad mat karna. Thanks for reading yaar.",negative
"Lahore se likh raha hoon — Dil khush ho gaya, food fresh aur tasty tha, service fast thi. value for money hai bilkul. Allah Hafiz.",positive
"Lahore se likh raha hoon — Bhai dil se bolun, family ke sath perfect tha, service fast thi. friends ko recommend karunga.",positive
"Dil khush ho gaya. service fast thi, food fresh aur tasty tha, staff bohot cooperative tha. dil se thank you team.",positive
Staff rude tha bilkul! billing mein extra charges add kiye. 1/10 bas.,negative
"Time waste pura, staff argue karne lag gaye, staff argue karne lag gaye. recommend nahi karunga kisi ko. That's my honest take.",negative
"Itna acha bura dono nahi! parking thori mushkil thi, price thora high lag raha tha, ambience simple thi. maybe dobara sochunga.",neutral
"Love ho gaya, staff bohot cooperative tha, service fast thi. dil se thank you team.",positive
"Itna acha bura dono nahi! portion size normal tha, parking thori mushkil thi, noise level manageable tha. neither wow nor uff.",neutral
"Hi bhai, Kuch khaas nahi, kuch bura bhi nahi! taste expected jaisa hi tha, food average tha, edible tha, service kabhi fast kabhi slow. maybe dobara sochunga.",neutral
"Hi bhai, Average sa experience tha, noise level manageable tha, food average tha, edible tha. bas chal jata hai.",neutral
"Assalamualaikum, Full paisa vasool. service fast thi, ambience on point thi, delivery time bhi reasonable tha. maza aa gaya sach mein.",positive
"Kuch khaas nahi, kuch bura bhi nahi. ambience simple thi. maybe dobara sochunga. That's my honest take.",neutral
"Dekh lo agar pasand ho to! taste expected jaisa hi tha, portion size normal tha, price thora high lag raha tha. try kar sakte ho agar nearby ho.",neutral
"Neutral hi bolunga, price thora high lag raha tha, food average tha, edible tha. try kar sakte ho agar nearby ho.",neutral
"Itna pyara. packaging neat thi, delivery time bhi reasonable tha, food fresh aur tasty tha. value for money hai bilkul. Bas itna hi.",positive
"Assalamualaikum, Staff rude tha bilkul! billing mein extra charges add kiye. recommend nahi karunga kisi ko.",negative
Quick review: Bekar experience raha! billing mein extra charges add kiye. dobara kabhi nahi. Allah Hafiz.,negative
Dekh lo agar pasand ho to. taste expected jaisa hi tha. maybe dobara sochunga.,neutral
"Full paisa vasool. food fresh aur tasty tha, family ke sath perfect tha, packaging neat thi. next weekend phir plan banega.",positive
"Bekar experience raha. hygiene questionable thi, packaging leak hogayi thi, wait time bohot zyada tha. bekar hi bekar. Thanks for reading yaar.",negative
"Hi bhai, Seriously pathetic. ambience dull aur congested thi, packaging leak hogayi thi, staff argue karne lag gaye. 1/10 bas.",negative
"Theek tha overall! price thora high lag raha tha, noise level manageable tha, food average tha, edible tha. expectation medium rakho.",neutral
Okay okay type tha. location convenient thi. 3.5/5 type feel.,neutral
"Quality neeche gir gayi. hygiene questionable thi, hygiene questionable thi, hygiene questionable thi. 1/10 bas.",negative
"Okay okay type tha! portion size normal tha, portion size normal tha, price thora high lag raha tha. bas chal jata hai.",neutral
Bhai dil se bolun! family ke sath perfect tha. friends ko recommend karunga.,positive
"Theek tha overall! menu variety theek thi, location convenient thi, menu variety theek thi. expectation medium rakho. That's my honest take.",neutral
"Theek tha overall! price thora high lag raha tha, parking thori mushkil thi, price thora high lag raha tha. expectation medium rakho.",neutral
"Assalamualaikum, Theek tha overall! food average tha, edible tha, service kabhi fast kabhi slow, portion size normal tha. bas chal jata hai.",neutral
"Assalamualaikum, Full paisa vasool. music aur lighting balanced thi, staff bohot cooperative tha, hygiene top notch thi. value for money hai bilkul. That's my honest take.",positive
"Love ho gaya, delivery time bhi reasonable tha, delivery time bhi reasonable tha. dobara zaroor aaunga.",positive
"Theek tha overall! taste expected jaisa hi tha, portion size normal tha, portion size normal tha. 3.5/5 type feel.",neutral
"Quick review: Normal restaurant vibes! price thora high lag raha tha, noise level manageable tha, food average tha, edible tha. bas chal jata hai.",neutral
Bekar experience raha! billing mein extra charges add kiye. bekar hi bekar. Hope helpful ho.,negative
"Theek tha overall! parking thori mushkil thi, price thora high lag raha tha, food average tha, edible tha. try kar sakte ho agar nearby ho. Hope helpful ho.",neutral
"Assalamualaikum, Paisa zaya hogaya. staff argue karne lag gaye, portion chota tha price ke hisaab se, hygiene questionable thi. sorry but sach hai.",negative
"Yaar honestly. delivery time bhi reasonable tha, delivery time bhi reasonable tha, service fast thi. Lahore mein best lagta hai.",positive
"Assalamualaikum, Time waste pura. order late aya aur thanda tha, staff argue karne lag gaye, noise level unbearable tha. 1/10 bas.",negative
"Standard expectation ke around tha! taste expected jaisa hi tha, noise level manageable tha, food average tha, edible tha. 3.5/5 type feel.",neutral
"Hi bhai, Standard expectation ke around tha, taste expected jaisa hi tha, parking thori mushkil thi. neither wow nor uff. Allah Hafiz.",neutral
"Average sa experience tha, menu variety theek thi, portion size normal tha. neither wow nor uff.",neutral
"Love ho gaya. packaging neat thi, packaging neat thi, delivery time bhi reasonable tha. dobara zaroor aaunga.",positive
Itna acha bura dono nahi. noise level manageable tha. maybe dobara sochunga.,neutral
"Seriously pathetic. packaging leak hogayi thi, noise level unbearable tha, order late aya aur thanda tha. 1/10 bas.",negative
Lahore se likh raha hoon — Itna ganda kabhi nahi dekha! hygiene questionable thi. sorry but sach hai.,negative
"Hype se zyada kuch nahi tha, noise level unbearable tha, order late aya aur thanda tha. bekar hi bekar.",negative
"Normal restaurant vibes! portion size normal tha, price thora high lag raha tha, food average tha, edible tha. expectation medium rakho. Bas itna hi.",neutral
"Quick review: Bekar experience raha, portion chota tha price ke hisaab se, ambience dull aur congested thi. Lahore mein aur options dekh lo. Thanks for reading yaar.",negative
Quick review: Neutral hi bolunga. service kabhi fast kabhi slow. try kar sakte ho agar nearby ho. Hope helpful ho.,neutral
"Normal restaurant vibes! ambience simple thi, noise level manageable tha, parking thori mushkil thi. neither wow nor uff. Allah Hafiz.",neutral
"Love ho gaya. ambience on point thi, delivery time bhi reasonable tha, food fresh aur tasty tha. next weekend phir plan banega.",positive
"Paisa zaya hogaya. billing mein extra charges add kiye, wait time bohot zyada tha, hygiene questionable thi. sorry but sach hai.",negative
"Love ho gaya. staff bohot cooperative tha, food fresh aur tasty tha, food fresh aur tasty tha. full 10/10 vibes.",positive
"Lahore se likh raha hoon — Standard expectation ke around tha! price thora high lag raha tha, parking thori mushkil thi, portion size normal tha. maybe dobara sochunga.",neutral
"Average sa experience tha, location convenient thi, portion size normal tha. neither wow nor uff.",neutral
"Hi bhai, Lahore mein itna acha. ambience on point thi, hygiene top notch thi, packaging neat thi. Lahore mein best lagta hai.",positive
"Hi bhai, Staff rude tha bilkul. billing mein extra charges add kiye, ambience dull aur congested thi, order late aya aur thanda tha. paise barbad mat karna. That's my honest take.",negative
"Assalamualaikum, Normal restaurant vibes, ambience simple thi, ambience simple thi. expectation medium rakho.",neutral
"Quick review: Itna acha bura dono nahi, taste expected jaisa hi tha, portion size normal tha. try kar sakte ho agar nearby ho. That's my honest take.",neutral
"Assalamualaikum, Itna pyara! portion size bhi theek tha. maza aa gaya sach mein. That's my honest take.",positive
"Average sa experience tha! ambience simple thi, location convenient thi, parking thori mushkil thi. 3.5/5 type feel.",neutral
"Standard expectation ke around tha, noise level manageable tha, food average tha, edible tha. maybe dobara sochunga. Thanks for reading yaar.",neutral
"Assalamualaikum, Hype se zyada kuch nahi tha, staff argue karne lag gaye, noise level unbearable tha. sorry but sach hai. That's my honest take.",negative
"Seriously pathetic, hygiene questionable thi, noise level unbearable tha. dobara kabhi nahi.",negative
"Lahore se likh raha hoon — Mixed feelings hain, service kabhi fast kabhi slow, parking thori mushkil thi. bas chal jata hai. Bas itna hi.",neutral
"Zabardast vibe, ambience on point thi, delivery time bhi reasonable tha. value for money hai bilkul. That's my honest take.",positive
"Dil khush ho gaya. packaging neat thi, hygiene top notch thi, hygiene top notch thi. full 10/10 vibes.",positive
"So basically Average sa experience tha! ambience simple thi, noise level manageable tha, location convenient thi. neither wow nor uff.",neutral
"Quick review: Quality neeche gir gayi. noise level unbearable tha, wait time bohot zyada tha, order late aya aur thanda tha. 1/10 bas. Bas itna hi.",negative
"So basically Dil khush ho gaya. service fast thi, music aur lighting balanced thi, packaging neat thi. full 10/10 vibes.",positive
"Assalamualaikum, Normal restaurant vibes! menu variety theek thi, location convenient thi, taste expected jaisa hi tha. neither wow nor uff.",neutral
"Lahore se likh raha hoon — Itna pyara. delivery time bhi reasonable tha, staff bohot cooperative tha, portion size bhi theek tha. next weekend phir plan banega.",positive
"Time waste pura. taste flat tha, masala missing, packaging leak hogayi thi, noise level unbearable tha. 1/10 bas.",negative
"Assalamualaikum, Seriously pathetic. billing mein extra charges add kiye, wait time bohot zyada tha, noise level unbearable tha. recommend nahi karunga kisi ko.",negative
"Hype se zyada kuch nahi tha, taste flat tha, masala missing, noise level unbearable tha. sorry but sach hai.",negative
"Bekar experience raha. staff argue karne lag gaye, billing mein extra charges add kiye, ambience dull aur congested thi. bekar hi bekar.",negative
So basically Paisa zaya hogaya! hygiene questionable thi. 1/10 bas.,negative
"Love ho gaya. hygiene top notch thi, family ke sath perfect tha, ambience on point thi. friends ko recommend karunga.",positive
Quick review: Mixed feelings hain. ambience simple thi. try kar sakte ho agar nearby ho.,neutral
"Time waste pura. taste flat tha, masala missing, taste flat tha, masala missing, wait time bohot zyada tha. 1/10 bas.",negative
"Itna acha bura dono nahi! location convenient thi, taste expected jaisa hi tha, parking thori mushkil thi. expectation medium rakho.",neutral
"Neutral hi bolunga! food average tha, edible tha, taste expected jaisa hi tha, location convenient thi. try kar sakte ho agar nearby ho. That's my honest take.",neutral
Mast experience tha! family ke sath perfect tha. friends ko recommend karunga.,positive
"Neutral hi bolunga! taste expected jaisa hi tha, taste expected jaisa hi tha, service kabhi fast kabhi slow. 3.5/5 type feel.",neutral
"Expectations bilkul crush hogayeen. staff argue karne lag gaye, staff argue karne lag gaye, wait time bohot zyada tha. sorry but sach hai. Hope helpful ho.",negative
Seriously impressed! ambience on point thi. value for money hai bilkul. Allah Hafiz.,positive
"Mast experience tha. service fast thi, portion size bhi theek tha, service fast thi. dobara zaroor aaunga.",positive
"Dil khush ho gaya. music aur lighting balanced thi, family ke sath perfect tha, portion size bhi theek tha. dil se thank you team. That's my honest take.",positive
"Hi bhai, Full paisa vasool! hygiene top notch thi. full 10/10 vibes. Thanks for reading yaar.",positive
"Zabardast vibe. delivery time bhi reasonable tha, service fast thi, music aur lighting balanced thi. maza aa gaya sach mein. Hope helpful ho.",positive
"Quick review: Normal restaurant vibes, parking thori mushkil thi, location convenient thi. neither wow nor uff.",neutral
"Lahore se likh raha hoon — Quality neeche gir gayi. taste flat tha, masala missing, noise level unbearable tha, taste flat tha, masala missing. paise barbad mat karna.",negative
Full paisa vasool! food fresh aur tasty tha. dil se thank you team. Allah Hafiz.,positive
"Dil khush ho gaya. food fresh aur tasty tha, ambience on point thi, hygiene top notch thi. friends ko recommend karunga.",positive
"Theek tha overall, ambience simple thi, price thora high lag raha tha. neither wow nor uff. Thanks for reading yaar.",neutral
"Zabardast vibe. family ke sath perfect tha, family ke sath perfect tha, ambience on point thi. maza aa gaya sach mein. Allah Hafiz.",positive
"Staff rude tha bilkul. packaging leak hogayi thi, billing mein extra charges add kiye, order late aya aur thanda tha. Lahore mein aur options dekh lo. Thanks for reading yaar.",negative
"Mast experience tha. portion size bhi theek tha, ambience on point thi, service fast thi. next weekend phir plan banega.",positive
"Quick review: Dekh lo agar pasand ho to! food average tha, edible tha, food average tha, edible tha, location convenient thi. try kar sakte ho agar nearby ho.",neutral
"Mixed feelings hain, price thora high lag raha tha, portion size normal tha. bas chal jata hai.",neutral
"Okay okay type tha. food average tha, edible tha. bas chal jata hai. Bas itna hi.",neutral
"Paisa zaya hogaya. packaging leak hogayi thi, noise level unbearable tha, hygiene questionable thi. paise barbad mat karna.",negative
Paisa zaya hogaya! packaging leak hogayi thi. 1/10 bas.,negative
Lahore se likh raha hoon — Okay okay type tha. menu variety theek thi. maybe dobara sochunga.,neutral
"Quick review: Itna ganda kabhi nahi dekha, wait time bohot zyada tha, billing mein extra charges add kiye. bekar hi bekar.",negative
"Yaar honestly, service fast thi, portion size bhi theek tha. dil se thank you team.",positive
"Zabardast vibe. portion size bhi theek tha, music aur lighting balanced thi, staff bohot cooperative tha. friends ko recommend karunga.",positive
"Hi bhai, Seriously pathetic, taste flat tha, masala missing, taste flat tha, masala missing. Lahore mein aur options dekh lo.",negative
So basically Hype se zyada kuch nahi tha! packaging leak hogayi thi. paise barbad mat karna.,negative
"Mast experience tha. food fresh aur tasty tha, staff bohot cooperative tha, ambience on point thi. dobara zaroor aaunga.",positive
"Assalamualaikum, Standard expectation ke around tha, service kabhi fast kabhi slow, taste expected jaisa hi tha. try kar sakte ho agar nearby ho.",neutral
Dil khush ho gaya! family ke sath perfect tha. dil se thank you team.,positive
"Average sa experience tha! noise level manageable tha, location convenient thi, service kabhi fast kabhi slow. try kar sakte ho agar nearby ho.",neutral
Love ho gaya! service fast thi. next weekend phir plan banega.,positive
"Hype se zyada kuch nahi tha, taste flat tha, masala missing, packaging leak hogayi thi. recommend nahi karunga kisi ko.",negative
"Standard expectation ke around tha! location convenient thi, portion size normal tha, location convenient thi. try kar sakte ho agar nearby ho.",neutral
"Standard expectation ke around tha! ambience simple thi, taste expected jaisa hi tha, price thora high lag raha tha. 3.5/5 type feel.",neutral
Quick review: Neutral hi bolunga. price thora high lag raha tha. try kar sakte ho agar nearby ho.,neutral
"Mixed feelings hain! ambience simple thi, ambience simple thi, menu variety theek thi. try kar sakte ho agar nearby ho.",neutral
Lahore se likh raha hoon — Mixed feelings hain. taste expected jaisa hi tha. try kar sakte ho agar nearby ho.,neutral
"Seriously pathetic. ambience dull aur congested thi, portion chota tha price ke hisaab se, staff argue karne lag gaye. recommend nahi karunga kisi ko.",negative
"Assalamualaikum, Time waste pura! taste flat tha, masala missing. recommend nahi karunga kisi ko.",negative
"Bekar experience raha. billing mein extra charges add kiye, billing mein extra charges add kiye, portion chota tha price ke hisaab se. dobara kabhi nahi.",negative
Hype se zyada kuch nahi tha! noise level unbearable tha. paise barbad mat karna.,negative
"So basically Itna acha bura dono nahi! portion size normal tha, service kabhi fast kabhi slow, ambience simple thi. neither wow nor uff.",neutral
Mast experience tha! packaging neat thi. Lahore mein best lagta hai.,positive
"Hi bhai, Normal restaurant vibes, noise level manageable tha, portion size normal tha. 3.5/5 type feel. Bas itna hi.",neutral
"Quality neeche gir gayi. ambience dull aur congested thi, order late aya aur thanda tha, staff argue karne lag gaye. 1/10 bas.",negative
"Quick review: Lahore mein itna acha. music aur lighting balanced thi, family ke sath perfect tha, service fast thi. friends ko recommend karunga.",positive
Seriously impressed! food fresh aur tasty tha. friends ko recommend karunga.,positive
"Itna ganda kabhi nahi dekha. packaging leak hogayi thi, order late aya aur thanda tha, billing mein extra charges add kiye. sorry but sach hai.",negative
Okay okay type tha. ambience simple thi. maybe dobara sochunga.,neutral
"Standard expectation ke around tha, ambience simple thi, taste expected jaisa hi tha. expectation medium rakho. Allah Hafiz.",neutral
"Seriously pathetic! taste flat tha, masala missing. Lahore mein aur options dekh lo.",negative
"Full paisa vasool. staff bohot cooperative tha, family ke sath perfect tha, staff bohot cooperative tha. dil se thank you team. That's my honest take.",positive
Neutral hi bolunga. service kabhi fast kabhi slow. 3.5/5 type feel.,neutral
"Time waste pura. packaging leak hogayi thi, staff argue karne lag gaye, order late aya aur thanda tha. recommend nahi karunga kisi ko.",negative
"Standard expectation ke around tha! food average tha, edible tha, service kabhi fast kabhi slow, menu variety theek thi. expectation medium rakho. Hope helpful ho.",neutral
Theek tha overall. ambience simple thi. neither wow nor uff.,neutral
"Hi bhai, Standard expectation ke around tha! parking thori mushkil thi, service kabhi fast kabhi slow, price thora high lag raha tha. try kar sakte ho agar nearby ho.",neutral
"Assalamualaikum, Zabardast vibe! hygiene top notch thi. full 10/10 vibes. That's my honest take.",positive
Staff rude tha bilkul! noise level unbearable tha. paise barbad mat karna. Thanks for reading yaar.,negative
"Assalamualaikum, Hype se zyada kuch nahi tha! ambience dull aur congested thi. sorry but sach hai. That's my honest take.",negative
"Quick review: Seriously impressed. food fresh aur tasty tha, service fast thi, packaging neat thi. Lahore mein best lagta hai.",positive
"Hi bhai, Average sa experience tha! service kabhi fast kabhi slow, menu variety theek thi, food average tha, edible tha. try kar sakte ho agar nearby ho.",neutral
Bekar experience raha! ambience dull aur congested thi. recommend nahi karunga kisi ko. Thanks for reading yaar.,negative
Seriously impressed! packaging neat thi. dil se thank you team.,positive
Bhai dil se bolun! delivery time bhi reasonable tha. dil se thank you team.,positive
Seriously pathetic! noise level unbearable tha. Lahore mein aur options dekh lo. Allah Hafiz.,negative
"Seriously pathetic, portion chota tha price ke hisaab se, taste flat tha, masala missing. dobara kabhi nahi.",negative
"Hi bhai, Okay okay type tha, portion size normal tha, menu variety theek thi. bas chal jata hai. Thanks for reading yaar.",neutral
"Bhai disappointment hi disappointment. wait time bohot zyada tha, order late aya aur thanda tha, portion chota tha price ke hisaab se. sorry but sach hai.",negative
"Hi bhai, Bhai dil se bolun. music aur lighting balanced thi, food fresh aur tasty tha, delivery time bhi reasonable tha. maza aa gaya sach mein.",positive
